city,city_ascii,lat,lng,admin_name,population
Kāttipparutti,Kattipparutti,10.8833,76.05,Kerala,35795.0
Kalakkādu,Kalakkadu,8.5138,77.5494,Tamil Nādu,35758.0
Khair,Khair,27.95,77.83,Uttar Pradesh,35751.0
Kharagpur,Kharagpur,25.1245,86.5558,Bihār,35739.0
Mahna,Mahna,30.228,74.9937,Punjab,35678.0
Shiggaon,Shiggaon,14.991,75.223,Karnātaka,35678.0
Hole Narsipur,Hole Narsipur,12.7863,76.2433,Karnātaka,35671.0
Chītāpur,Chitapur,17.1201,77.0869,Karnātaka,35647.0
Medchal,Medchal,17.6297,78.4814,Andhra Pradesh,35611.0
Narsampet,Narsampet,17.9285,79.8925,Andhra Pradesh,35571.0
Uravakonda,Uravakonda,14.95,77.27,Andhra Pradesh,35565.0
Savanūr,Savanur,14.9731,75.3328,Karnātaka,35563.0
Rafiganj,Rafiganj,24.82,84.65,Bihār,35536.0
Aravankara,Aravankara,11.0745,75.9369,Kerala,35534.0
Sirohi,Sirohi,24.885,72.8625,Rājasthān,35531.0
Udhampur,Udhampur,32.916,75.1419,Jammu and Kashmīr,35507.0
Saiha,Saiha,22.48,92.97,Mizoram,35500.0
Umarga,Umarga,17.84,76.6217,Mahārāshtra,35477.0
Hamīrpur,Hamirpur,25.95,80.15,Uttar Pradesh,35475.0
Ulliyil,Ulliyil,12.0333,75.65,Kerala,35429.0
Guskhara,Guskhara,23.5,87.75,West Bengal,35388.0
Chakapara,Chakapara,22.63,88.35,West Bengal,35282.0
Sūrandai,Surandai,8.9773,77.4206,Tamil Nādu,35272.0
Usilampatti,Usilampatti,9.9651,77.7885,Tamil Nādu,35219.0
Perunād,Perunad,8.9563,76.64,Kerala,35173.0
Giddalūr,Giddalur,15.3764,78.9251,Andhra Pradesh,35150.0
Pāppinisshēri,Pappinissheri,11.95,75.35,Kerala,35134.0
Tāzhakara,Tazhakara,9.2551,76.5539,Kerala,35126.0
Pandaul,Pandaul,26.2517,86.0747,Bihār,35113.0
Bibhutpur,Bibhutpur,25.6878,85.9992,Bihār,35105.0
Rāwatsār,Rawatsar,29.28,74.38,Rājasthān,35102.0
Pulppatta,Pulppatta,11.1511,76.0669,Kerala,35093.0
Yellandu,Yellandu,17.6,80.33,Andhra Pradesh,35056.0
Māranchēri,Marancheri,10.7383,75.9736,Kerala,35011.0
Wokha,Wokha,26.1,94.27,Nāgāland,35004.0
Bāpaura,Bapaura,28.815,76.063,Haryāna,35000.0
Kudachi,Kudachi,16.48,74.78,Karnātaka,35000.0
Harra,Harra,29.1278,77.4861,Uttar Pradesh,35000.0
Mel Nāriyappanūr,Mel Nariyappanur,11.6495,78.8599,Tamil Nādu,35000.0
Dulhanganj,Dulhanganj,25.382,84.858,Bihār,35000.0
Karumattampatti,Karumattampatti,11.1093,77.182,Tamil Nādu,34949.0
Lingsugūr,Lingsugur,16.17,76.52,Karnātaka,34932.0
Kuchaiburi,Kuchaiburi,22.27,86.17,Odisha,34929.0
Shīyāli,Shiyali,11.2391,79.7357,Tamil Nādu,34927.0
Madukkarai,Madukkarai,10.9057,76.9634,Tamil Nādu,34902.0
Alandatte,Alandatte,12.191,75.4673,Kerala,34878.0
Vadigenhalli,Vadigenhalli,13.29,77.8,Karnātaka,34866.0
Hīrākud,Hirakud,21.525,83.8727,Odisha,34840.0
Munnarkōd,Munnarkod,10.98,76.47,Kerala,34839.0
Mannārakkāt,Mannarakkat,10.98,76.47,Kerala,34839.0
Āllagadda,Allagadda,15.1322,78.5138,Andhra Pradesh,34815.0
Khajamahalpur,Khajamahalpur,17.8,77.36,Andhra Pradesh,34784.0
Safidon,Safidon,29.42,76.67,Haryāna,34729.0
Kolattupuzha,Kolattupuzha,8.9082,77.0555,Kerala,34721.0
Dhāmnod,Dhamnod,22.2093,75.4706,Madhya Pradesh,34680.0
Mānāmadurai,Manamadurai,9.6956,78.4564,Tamil Nādu,34653.0
Marutharōd,Marutharod,10.7737,76.6973,Kerala,34627.0
Banda,Banda,24.0449,78.9609,Madhya Pradesh,34561.0
Paithan,Paithan,19.4751,75.3856,Mahārāshtra,34556.0
Dāpoli,Dapoli,17.7589,73.1856,Mahārāshtra,34544.0
Kulittalai,Kulittalai,10.9357,78.4241,Tamil Nādu,34532.0
Ankola,Ankola,14.6605,74.3047,Karnātaka,34502.0
Madakalavāripalli,Madakalavaripalli,14.7475,79.0843,Andhra Pradesh,34449.0
Zaidpur,Zaidpur,26.83,81.33,Uttar Pradesh,34443.0
Kita Chauhāttar,Kita Chauhattar,25.677,84.872,Bihār,34342.0
Degāna,Degana,26.8951,74.3222,Rājasthān,34315.0
Kalarūch,Kalaruch,34.5731,74.321,Jammu and Kashmīr,34280.0
Aiyappan Kōvil,Aiyappan Kovil,9.7158,77.0333,Kerala,34267.0
Vedāranniyam,Vedaranniyam,10.3774,79.8495,Tamil Nādu,34266.0
Baraidih,Baraidih,25.9798,86.1434,Bihār,34236.0
Badiadka,Badiadka,12.5833,75.0667,Kerala,34207.0
Tiruvūr,Tiruvur,17.1,80.6,Andhra Pradesh,34173.0
Kokrajhar,Kokrajhar,26.4,90.27,Assam,34136.0
Risod,Risod,19.97,76.78,Mahārāshtra,34136.0
Almora,Almora,29.5971,79.6591,Uttarākhand,34122.0
Balarāmpur,Balarampur,26.2432,89.5863,West Bengal,34113.0
Titlāgarh,Titlagarh,20.2871,83.1466,Odisha,34067.0
Wāris Alīganj,Waris Aliganj,25.01,85.63,Bihār,34056.0
Rūdarpur,Rudarpur,26.4293,83.6104,Uttar Pradesh,34014.0
Kallidaikurichi,Kallidaikurichi,8.6859,77.4659,Tamil Nādu,33984.0
Annigeri,Annigeri,15.4251,75.4335,Karnātaka,33937.0
Pulgaon,Pulgaon,20.726,78.317,Mahārāshtra,33925.0
Mulavūr,Mulavur,10.0111,76.6056,Kerala,33901.0
Toda Bhīm,Toda Bhim,26.9167,76.8167,Rājasthān,33876.0
Byādgi,Byadgi,14.6733,75.4868,Karnātaka,33875.0
Kadungapuram,Kadungapuram,11.0167,76.0667,Kerala,33790.0
Bangaon,Bangaon,25.8673,86.5115,Bihār,33770.0
Narsīpatnam,Narsipatnam,17.665,82.614,Andhra Pradesh,33757.0
Nautanwa,Nautanwa,27.43,83.42,Uttar Pradesh,33753.0
Kaippakanchēri,Kaippakancheri,10.938,75.987,Kerala,33721.0
Vemalwāda,Vemalwada,18.4667,78.8833,Andhra Pradesh,33706.0
Kasba,Kasba,25.8564,87.5384,Bihār,33691.0
Chāvakkād,Chavakkad,10.582,76.041,Kerala,33543.0
Manganam,Manganam,9.7958,76.45,Kerala,33523.0
Chempalli,Chempalli,12.0451,75.5074,Puducherry,33489.0
Dhekiajuli,Dhekiajuli,26.7037,92.4781,Assam,33460.0
Mangalam,Mangalam,10.845,75.919,Kerala,33442.0
Vettam,Vettam,10.8667,75.9,Kerala,33430.0
Madhubani,Madhubani,26.5147,84.7645,Bihār,33425.0
Angamāli,Angamali,10.196,76.386,Kerala,33424.0
Darsi,Darsi,15.7667,79.6833,Andhra Pradesh,33418.0
Sirīpur,Siripur,25.997,86.9599,Bihār,33417.0
Madikeri,Madikeri,12.4209,75.7397,Karnātaka,33381.0
Kondapalle,Kondapalle,16.6183,80.5411,Andhra Pradesh,33373.0
Bāmaur,Bamaur,26.339,78.101,Madhya Pradesh,33299.0
Churi,Churi,23.6549,85.0128,Jhārkhand,33293.0
Kidamangalam,Kidamangalam,10.3167,76.1333,Kerala,33293.0
Hisuā,Hisua,24.8336,85.4173,Bihār,33270.0
Zamānia,Zamania,25.4194,83.5569,Uttar Pradesh,33253.0
Salāya,Salaya,22.32,69.6,Gujarāt,33246.0
Kavundappādi,Kavundappadi,11.4248,77.5579,Tamil Nādu,33227.0
Kartārpur,Kartarpur,31.4427,75.4985,Punjab,33207.0
Borne,Borne,25.5431,86.6999,Bihār,33199.0
Shamsābād,Shamsabad,27.02,78.13,Uttar Pradesh,33144.0
Shikārpūr,Shikarpur,28.2814,78.0108,Uttar Pradesh,33130.0
Umaria,Umaria,23.525,80.8361,Madhya Pradesh,33114.0
Tekkebhāgam,Tekkebhagam,9.4361,76.5667,Kerala,33087.0
Chanderi,Chanderi,24.72,78.13,Madhya Pradesh,33081.0
Kareli,Kareli,22.9153,79.0638,Madhya Pradesh,33056.0
Hāngal,Hangal,14.7646,75.1246,Karnātaka,33011.0
Turkauliyā,Turkauliya,26.6079,84.8296,Bihār,32986.0
Elesvaram,Elesvaram,17.2833,82.1,Andhra Pradesh,32927.0
Fatehpur Sīkri,Fatehpur Sikri,27.091,77.661,Uttar Pradesh,32905.0
Patrātu,Patratu,23.67,85.28,Jhārkhand,32899.0
Sānchor,Sanchor,24.7536,71.7714,Rājasthān,32875.0
Lohagaon,Lohagaon,20.5988,77.6837,Mahārāshtra,32857.0
Lohogaon,Lohogaon,20.6,77.6833,Mahārāshtra,32857.0
Umarkot,Umarkot,19.6653,82.2063,Chhattīsgarh,32813.0
Ārumuganeri,Arumuganeri,8.5717,78.0922,Tamil Nādu,32809.0
Parambil,Parambil,11.5575,75.7605,Kerala,32784.0
Udaipur,Udaipur,23.5389,91.4917,Tripura,32758.0
Chand Chaur,Chand Chaur,25.7276,85.7865,Bihār,32754.0
Mankada,Mankada,11.0187,76.1755,Kerala,32748.0
Kallūr,Kallur,8.6714,76.7944,Kerala,32728.0
Vadavalli,Vadavalli,11.0258,76.9038,Tamil Nādu,32708.0
Debagrām,Debagram,23.6833,88.2833,West Bengal,32695.0
Nānjikkottai,Nanjikkottai,10.7453,79.1289,Tamil Nādu,32689.0
Vilakkudi,Vilakkudi,9.0167,76.85,Kerala,32677.0
Jamikunta,Jamikunta,18.2864,79.4761,Andhra Pradesh,32645.0
Tārānagar,Taranagar,28.6689,75.0406,Rājasthān,32640.0
Belhi,Belhi,26.5769,86.1723,Bihār,32635.0
Shamsābād,Shamsabad,17.2603,78.3969,Andhra Pradesh,32583.0
Erraguntla,Erraguntla,14.6333,78.5333,Andhra Pradesh,32574.0
Chēmanchēri,Chemancheri,11.4116,75.735,Kerala,32532.0
Madira,Madira,16.9167,80.3667,Andhra Pradesh,32516.0
Mānwat,Manwat,19.3,76.5,Mahārāshtra,32488.0
Chemmaruthi,Chemmaruthi,8.7597,76.7435,Kerala,32444.0
Turaiyūr,Turaiyur,11.1497,78.5987,Tamil Nādu,32439.0
Ketti,Ketti,11.4,76.7,Tamil Nādu,32384.0
Chamtha,Chamtha,25.5789,85.7734,Bihār,32371.0
Pattanapuram,Pattanapuram,9.0927,76.8612,Kerala,32339.0
Sāsthānkotta,Sasthankotta,9.0365,76.6239,Kerala,32330.0
Manakkara,Manakkara,9.0365,76.6239,Tamil Nādu,32330.0
Narsinghgarh,Narsinghgarh,23.7,77.1,Madhya Pradesh,32329.0
Kalyandrug,Kalyandrug,14.55,77.1,Andhra Pradesh,32328.0
Tattamangalam,Tattamangalam,10.7,76.75,Kerala,32298.0
Erāmala,Eramala,11.6789,75.5931,Kerala,32151.0
Utraula,Utraula,27.32,82.42,Uttar Pradesh,32145.0
Kukshi,Kukshi,22.2068,74.7579,Madhya Pradesh,32093.0
Mangūr,Mangur,17.9373,80.8185,Andhra Pradesh,32091.0
Kovūr,Kovur,14.5001,79.9859,Andhra Pradesh,32082.0
Munnar,Munnar,10.0892,77.0597,Kerala,32029.0
Makhdumpur,Makhdumpur,25.072,84.973,Bihār,31994.0
Purāini,Puraini,25.1426,86.9797,Bihār,31967.0
Tholikuzhi,Tholikuzhi,8.6526,77.0704,Kerala,31957.0
Palamel,Palamel,9.1875,76.6498,Kerala,31916.0
Purattūr,Purattur,10.8022,75.9225,Kerala,31915.0
Alengād,Alengad,10.1,76.3,Kerala,31870.0
Maur Kalān,Maur Kalan,30.08,75.25,Punjab,31849.0
Sherpur,Sherpur,25.6539,84.9793,Bihār,31833.0
Jhanjhārpur,Jhanjharpur,26.2647,86.2799,Bihār,31827.0
Alamnagar,Alamnagar,25.561,86.9014,Bihār,31818.0
Bagasra,Bagasra,21.4833,70.95,Gujarāt,31789.0
Kottaikuppam,Kottaikuppam,11.9613,79.8392,Tamil Nādu,31779.0
Velliyōd,Velliyod,11.6256,75.6294,Kerala,31763.0
Singia,Singia,25.8424,86.1622,Bihār,31760.0
Tekkēkara Kizhakku,Tekkekara Kizhakku,9.2,76.5,Kerala,31747.0
Sadābād,Sadabad,27.45,78.05,Uttar Pradesh,31737.0
Kochugaon,Kochugaon,26.5518,90.0762,Assam,31719.0
Tuljāpur,Tuljapur,18.0085,76.0699,Mahārāshtra,31714.0
Lālgola,Lalgola,24.42,88.25,West Bengal,31698.0
Masur,Masur,17.28,74.2,Mahārāshtra,31671.0
Nautan Dube,Nautan Dube,26.7118,84.503,Bihār,31650.0
Thazhamel,Thazhamel,8.8667,76.6667,Kerala,31547.0
Rāhatgarh,Rahatgarh,23.78,78.37,Madhya Pradesh,31537.0
Shikārpur,Shikarpur,14.27,75.35,Karnātaka,31508.0
Kurivikod,Kurivikod,8.3196,77.1104,Tamil Nādu,31506.0
Cholavandān,Cholavandan,10.0167,77.9667,Tamil Nādu,31500.0
Charthāwal,Charthawal,29.55,77.5833,Uttar Pradesh,31493.0
Samdhin,Samdhin,27.137,79.703,Uttar Pradesh,31479.0
Elūr,Elur,10.0667,76.3,Kerala,31468.0
Nauāgarhi,Nauagarhi,25.3443,86.5358,Bihār,31426.0
Deori Khās,Deori Khas,23.3902,79.0163,Madhya Pradesh,31423.0
Kunnatnād,Kunnatnad,10.0179,76.401,Kerala,31400.0
Kolachel,Kolachel,8.1767,77.2591,Tamil Nādu,31398.0
Sanha,Sanha,25.402,86.3592,Bihār,31394.0
Vellanād,Vellanad,8.4461,77.1971,Kerala,31384.0
Sri Mādhopur,Sri Madhopur,27.4667,75.6,Rājasthān,31366.0
Lumding,Lumding,25.75,93.17,Assam,31347.0
Sherpur Khurd,Sherpur Khurd,25.5565,83.8052,Uttar Pradesh,31322.0
Vadakakarai,Vadakakarai,10.1731,76.2096,Kerala,31266.0
Nāspur,Naspur,18.8604,79.4849,Andhra Pradesh,31244.0
Unchagao,Unchagao,16.6988,74.2749,Mahārāshtra,31238.0
Podili,Podili,15.604,79.608,Andhra Pradesh,31145.0
Shrīgonda,Shrigonda,18.616,74.698,Mahārāshtra,31134.0
Kalliyasshēri,Kalliyassheri,11.9712,75.3616,Kerala,31122.0
Bachhraon,Bachhraon,28.93,78.22,Uttar Pradesh,31101.0
Malaikkal,Malaikkal,8.8058,76.8301,Kerala,31050.0
Tummapāla,Tummapala,17.7166,82.9965,Andhra Pradesh,31035.0
Mushābani,Mushabani,22.52,86.45,Jhārkhand,31035.0
Karera,Karera,25.4581,78.1358,Madhya Pradesh,31026.0
Malakanagiri,Malakanagiri,18.35,81.9,Odisha,31007.0
Sāgwāra,Sagwara,23.6681,74.0244,Rājasthān,30993.0
Tarakeswar,Tarakeswar,22.89,88.02,West Bengal,30947.0
Bādāmi,Badami,15.92,75.6803,Karnātaka,30943.0
Husainābād,Husainabad,24.5285,84.0,Jhārkhand,30942.0
Bairi Chak,Bairi Chak,24.6951,84.9913,Bihār,30883.0
Leh,Leh,34.1642,77.5847,Ladākh,30870.0
Pattanakkād,Pattanakkad,9.7286,76.3189,Kerala,30867.0
Sholinghur,Sholinghur,13.1116,79.431,Tamil Nādu,30856.0
Dharampur,Dharampur,28.6,76.99,Haryāna,30856.0
Mānāvadar,Manavadar,21.5,70.13,Gujarāt,30850.0
Palaiya Āyakkudi,Palaiya Ayakkudi,10.456,77.5595,Tamil Nādu,30848.0
Chinnālapatti,Chinnalapatti,10.2875,77.912,Tamil Nādu,30823.0
Tiruvambadi,Tiruvambadi,11.3608,76.0089,Kerala,30820.0
Pattittara,Pattittara,10.8119,76.0915,Kerala,30819.0
Dharmadam,Dharmadam,11.7935,75.4709,Kerala,30804.0
Mahemdāvād,Mahemdavad,22.83,72.77,Gujarāt,30769.0
Gadarpur,Gadarpur,29.0437,79.2465,Uttarākhand,30753.0
Ulliyeri,Ulliyeri,11.4333,75.7833,Kerala,30742.0
Tekkali,Tekkali,18.6057,84.2355,Andhra Pradesh,30740.0
Pedana,Pedana,16.2667,81.1667,Andhra Pradesh,30721.0
Mattathūr,Mattathur,10.3792,76.3208,Kerala,30718.0
Pandua,Pandua,23.08,88.28,West Bengal,30700.0
Bābura,Babura,25.6838,84.7825,Bihār,30695.0
Bannūr,Bannur,12.3329,76.862,Karnātaka,30675.0
Chengam,Chengam,12.3112,78.7925,Tamil Nādu,30654.0
Talakkād,Talakkad,10.8833,75.9333,Kerala,30577.0
Devarshola,Devarshola,11.5437,76.4404,Tamil Nādu,30576.0
Gariadhar,Gariadhar,21.53,71.58,Gujarāt,30520.0
Sankaramangalam,Sankaramangalam,8.6561,76.787,Kerala,30502.0
Nāgāwaram,Nagawaram,17.4875,78.6012,Andhra Pradesh,30502.0
Maināguri,Mainaguri,26.5658,88.8214,West Bengal,30490.0
Karuvakulam,Karuvakulam,9.7605,77.2205,Kerala,30473.0
Uran,Uran,18.89,72.95,Mahārāshtra,30439.0
Karjan,Karjan,22.053,73.1235,Gujarāt,30405.0
Mūvattupula,Muvattupula,9.9905,76.5789,Kerala,30397.0
Manāwar,Manawar,22.23,75.08,Madhya Pradesh,30393.0
Kūttānallūr,Kuttanallur,10.7069,79.5235,Tamil Nādu,30353.0
Dhāri,Dhari,21.3261,71.0272,Gujarāt,30352.0
Mānsa,Mansa,23.43,72.67,Gujarāt,30347.0
Rehli,Rehli,23.63,79.08,Madhya Pradesh,30329.0
Shāhpura,Shahpura,25.63,74.93,Rājasthān,30320.0
Sallimedu,Sallimedu,11.1147,77.3975,Tamil Nādu,30319.0
Koni,Koni,9.241,76.8784,Kerala,30299.0
Chimākurti,Chimakurti,15.5149,80.0368,Andhra Pradesh,30279.0
Tāramangalam,Taramangalam,11.6956,77.9716,Tamil Nādu,30222.0
Anjad,Anjad,22.0417,75.0552,Madhya Pradesh,30204.0
Kaipram,Kaipram,10.8833,76.1833,Kerala,30169.0
Periyanāyakkanpālaiyam,Periyanayakkanpalaiyam,11.1544,76.9499,Tamil Nādu,30154.0
Egra,Egra,21.9,87.53,West Bengal,30148.0
Kanniparamba,Kanniparamba,11.3611,76.0097,Kerala,30123.0
Mussoorie,Mussoorie,30.45,78.08,Uttarākhand,30118.0
Saktī,Sakti,22.03,82.97,Chhattīsgarh,30100.0
Gumdūru,Gumduru,16.65,78.48,Andhra Pradesh,30091.0
Rahīmpur,Rahimpur,25.4894,86.4774,Bihār,30089.0
Kondarangi Kīranūr,Kondarangi Kiranur,10.615,77.724,Tamil Nādu,30064.0
Nethirimangalam,Nethirimangalam,10.8054,76.1877,Kerala,30056.0
Mārgrām,Margram,24.1512,87.8422,West Bengal,30055.0
Mahugaon,Mahugaon,22.5748,75.7445,Madhya Pradesh,30012.0
Jamālpur,Jamalpur,25.4112,86.6593,Bihār,30008.0
Ārda,Arda,32.3087,76.5772,Himāchal Pradesh,30006.0
Mundāhal Khurd,Mundahal Khurd,28.98,76.195,Haryāna,30000.0
Masabdisa,Masabdisa,25.9682,93.4372,,30000.0
Rānpur,Ranpur,22.3752,71.6898,Gujarāt,30000.0
Pātri,Patri,23.19,71.8,Gujarāt,30000.0
Edasshēri,Edassheri,10.9833,75.9667,Kerala,30000.0
Mundi,Mundi,22.07,76.5,Madhya Pradesh,30000.0
Padappakara,Padappakara,8.9667,76.6333,Kerala,30000.0
Tirwa,Tirwa,26.962,79.7923,Uttar Pradesh,30000.0
Bāghmāri,Baghmari,20.2206,85.5014,Odisha,30000.0
Hasanparti,Hasanparti,18.0681,79.5236,Andhra Pradesh,30000.0
Sarpavaram,Sarpavaram,17.0102,82.225,Andhra Pradesh,30000.0
Dhandhuka,Dhandhuka,22.37,71.98,Gujarāt,30000.0
Saundhonwāli,Saundhonwali,30.3331,77.9608,Uttarākhand,29999.0
Pārakadavu,Parakadavu,10.2126,76.352,Kerala,29997.0
Koratgi,Koratgi,15.6081,76.6597,Karnātaka,29991.0
Navāpur,Navapur,21.17,73.78,Mahārāshtra,29979.0
Riga,Riga,26.6553,85.442,Bihār,29974.0
Birūr,Birur,13.5972,75.9717,Karnātaka,29966.0
Kottūru,Kotturu,14.8262,76.2259,Karnātaka,29965.0
Marhaura,Marhaura,25.97,84.87,Bihār,29932.0
Triprangōttūr,Triprangottur,11.7843,75.6559,Kerala,29911.0
Pānakkudi,Panakkudi,8.3492,77.5672,Tamil Nādu,29895.0
Ozhūr,Ozhur,10.9542,75.9167,Kerala,29836.0
Kodayattūr,Kodayattur,11.2833,75.9833,Kerala,29816.0
Tiruvēgapra,Tiruvegapra,10.873,76.125,Kerala,29810.0
Krishnarājpet,Krishnarajpet,12.6662,76.4877,Karnātaka,29805.0
Talwāra,Talwara,31.9376,75.8866,Punjab,29797.0
Madavur,Madavur,11.2597,75.9486,Kerala,29781.0
Nattam,Nattam,10.2249,78.231,Tamil Nādu,29759.0
Devarkonda,Devarkonda,16.7,78.9333,Andhra Pradesh,29731.0
Sursand,Sursand,26.65,85.7167,Bihār,29688.0
Hosdurga,Hosdurga,13.7963,76.2841,Karnātaka,29684.0
Nepānagar,Nepanagar,21.4558,76.4494,Madhya Pradesh,29682.0
Husnābād,Husnabad,18.1,79.3,Andhra Pradesh,29648.0
Puthupalli,Puthupalli,9.5594,76.5722,Kerala,29635.0
Jāmai,Jamai,22.1964,78.5919,Madhya Pradesh,29620.0
Kalpatta,Kalpatta,11.6087,76.0834,Kerala,29602.0
Mannārgudi,Mannargudi,11.2761,79.552,Tamil Nādu,29602.0
Veliyangōd,Veliyangod,10.7296,75.9471,Kerala,29596.0
Kollengode,Kollengode,10.6139,76.6908,Kerala,29587.0
Rārōtt,Rarott,11.4504,75.9306,Kerala,29583.0
Lākheri,Lakheri,25.67,76.17,Rājasthān,29572.0
Chiknāyakanhalli,Chiknayakanhalli,13.4161,76.6206,Karnātaka,29553.0
Maranga,Maranga,25.7592,87.4665,Bihār,29549.0
Behror,Behror,27.8903,76.2861,Rājasthān,29531.0
Mīnād,Minad,8.85,76.6958,Kerala,29497.0
Sankaridrug,Sankaridrug,11.4745,77.8691,Tamil Nādu,29467.0
Pirakkād,Pirakkad,9.35,76.35,Kerala,29437.0
Ibrāhīmpatnam,Ibrahimpatnam,16.6056,80.3786,Andhra Pradesh,29432.0
Mūdbidri,Mudbidri,12.9101,75.003,Karnātaka,29431.0
Ātmakūr,Atmakur,14.6167,79.6167,Andhra Pradesh,29419.0
Vadakku Valliyūr,Vadakku Valliyur,8.3829,77.6122,Tamil Nādu,29417.0
Tirukkalikkunram,Tirukkalikkunram,12.6092,80.0675,Tamil Nādu,29391.0
Marar,Marar,25.5392,86.5074,Bihār,29368.0
Pilachikare,Pilachikare,12.0855,75.2545,Kerala,29348.0
Pattikonda,Pattikonda,15.4,77.5167,Andhra Pradesh,29342.0
Nalakadoddi,Nalakadoddi,15.4,77.5167,Andhra Pradesh,29342.0
Aralam,Aralam,11.9992,75.764,Kerala,29328.0
Khunti,Khunti,23.081,85.2774,Jhārkhand,29271.0
Rasrā,Rasra,25.85,83.85,Uttar Pradesh,29263.0
Garaimāri,Garaimari,24.0217,88.6263,Bihār,29260.0
Dildārnagar,Dildarnagar,25.4309,83.6665,Uttar Pradesh,29242.0
Udaipur,Udaipur,27.7289,75.4716,Rājasthān,29236.0
Maddagiri,Maddagiri,13.66,77.21,Karnātaka,29215.0
Beldānga,Beldanga,23.93,88.25,West Bengal,29205.0
Rāghopur,Raghopur,26.1785,86.0892,Bihār,29149.0
Pallijkarani,Pallijkarani,12.9333,80.2022,Tamil Nādu,29132.0
Mahendragarh,Mahendragarh,28.28,76.15,Haryāna,29128.0
Nakrekal,Nakrekal,17.1647,79.4275,Andhra Pradesh,29126.0
Sānkrāil,Sankrail,22.5583,88.2278,West Bengal,29114.0
Colgong,Colgong,25.2633,87.2326,Bihār,29104.0
Sonāmukhi,Sonamukhi,23.3,87.42,West Bengal,29085.0
Kālappatti,Kalappatti,11.0794,77.0371,Tamil Nādu,29084.0
Vattalkundu,Vattalkundu,10.163,77.758,Tamil Nādu,29054.0
Uttamapālaiyam,Uttamapalaiyam,9.8,77.3333,Tamil Nādu,29050.0
Deodrug,Deodrug,16.4167,76.9341,Karnātaka,29032.0
Vallikunnam,Vallikunnam,9.1167,76.5333,Kerala,29029.0
Vandiyūr,Vandiyur,9.9092,78.1609,Tamil Nādu,29009.0
Ponmana,Ponmana,9.0167,76.5167,Kerala,29008.0
Gūdalūr,Gudalur,11.1455,76.9366,Tamil Nādu,28995.0
Hārij,Harij,23.7,71.9,Gujarāt,28988.0
Plachēri,Placheri,11.8361,76.175,Kerala,28970.0
Kailāras,Kailaras,26.305,77.616,Madhya Pradesh,28955.0
Kuttuparamba,Kuttuparamba,11.8278,75.5659,Kerala,28907.0
Ariyalūr,Ariyalur,11.1372,79.0778,Tamil Nādu,28902.0
Nāhan,Nahan,30.55,77.3,Himāchal Pradesh,28899.0
Karippira,Karippira,8.95,76.7167,Kerala,28888.0
Lādwa,Ladwa,29.9958,77.04,Haryāna,28887.0
Gidri,Gidri,30.8461,75.8623,Punjab,28884.0
Pokhrām,Pokhram,25.9358,86.1974,Bihār,28861.0
Kūdligi,Kudligi,14.905,76.3853,Karnātaka,28840.0
Vīrapāndi,Virapandi,11.0625,77.3508,Tamil Nādu,28839.0
Kodumur,Kodumur,15.6833,77.7833,Andhra Pradesh,28828.0
Narsimlāpet,Narsimlapet,17.51,79.8044,Andhra Pradesh,28819.0
Kamalāpuram,Kamalapuram,15.3044,76.4765,Karnātaka,28815.0
Ponmala,Ponmala,11.0221,76.0432,Kerala,28795.0
Landhaura,Landhaura,29.82,77.93,Uttarākhand,28786.0
Umrat,Umrat,21.1152,72.857,,28761.0
Maddūr,Maddur,12.5849,77.05,Karnātaka,28754.0
Nongstoin,Nongstoin,25.52,91.27,Meghālaya,28742.0
Rāikot,Raikot,30.65,75.6,Punjab,28734.0
Murlīganj,Murliganj,25.9,86.98,Bihār,28691.0
Nauhata,Nauhata,25.9971,86.4887,Bihār,28687.0
Pattāmbi,Pattambi,10.8057,76.1957,Kerala,28632.0
Pawāyan,Pawayan,28.0663,80.1031,Uttar Pradesh,28613.0
Neduvannūr,Neduvannur,10.1167,76.35,Kerala,28607.0
Edayikunnam,Edayikunnam,10.1009,76.3713,Kerala,28607.0
Akkattettar,Akkattettar,10.8167,76.65,Kerala,28592.0
Simri Bakhriārpur,Simri Bakhriarpur,25.7216,86.5937,Bihār,28588.0
Sottaiyampālaiyam,Sottaiyampalaiyam,11.4053,77.6794,Tamil Nādu,28585.0
Bāgha Purāna,Bagha Purana,30.6881,75.0984,Punjab,28506.0
Losal,Losal,27.4,74.92,Rājasthān,28504.0
Rajpur,Rajpur,22.3053,74.3525,Madhya Pradesh,28498.0
Pārdi,Pardi,20.52,72.95,Gujarāt,28495.0
Pāvugada,Pavugada,14.1,77.28,Karnātaka,28486.0
Nenmem,Nenmem,11.6333,76.2611,Kerala,28476.0
Elanjivaliseri,Elanjivaliseri,8.95,76.6667,Kerala,28473.0
Harūr,Harur,12.051,78.4827,Tamil Nādu,28410.0
Bānswāda,Banswada,18.3833,77.8833,Andhra Pradesh,28384.0
Rāmanayyapeta,Ramanayyapeta,17.3203,82.1014,Andhra Pradesh,28369.0
Mahārājpur,Maharajpur,25.0194,79.7319,Madhya Pradesh,28366.0
Mannanchōri,Mannanchori,9.5764,76.3481,Kerala,28338.0
Brāhmana Periya Agrahāram,Brahmana Periya Agraharam,11.369,77.7063,Tamil Nādu,28324.0
Puvali,Puvali,11.793,76.165,Kerala,28322.0
Tarāna,Tarana,23.33,76.03,Madhya Pradesh,28317.0
